Company,EMP_ID,Job Classification,Job Title,Region,Job Location,Division, Org/department of the employee,Division Revenue / year, Average tenure in the company, Total years of experience,Pay Grade, Total CTC ,Compa-ratio,Join year,Left year,Impact-Leaving,Reason-Leaving,Skill Level (out of 10), Input - avergage cost of rehire,Cost to train/year,Average courses/year, # of tickets/year, # of re-opens for a tickets/ year,customer satisfaction score ( out of 10),avg ticket complexity(out of 10),avg duration to close(hrs), Average score of positive feedback from customer sentiment (out of 10), Average score of negative feedback from customer sentiment (out of 10),Overall_Performance_Rating,Overall_Performance_Rating_Description,newtoposition,Manager,future_leader,Gender,Married,exit_interview_overallscore(out of 10),rehire?,left
Netflex R & D,388914,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z21,"$39,000 ",0.78,2017,2019,Low, Resignation to Competitor,7,5160,1018,3,186,50,8,7,2,4,8,1,Successful,No,yes,yes,M,NO,3,No,0
Amazing R & D,304867,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z22,"$39,000 ",0.78,2015,2018,Med, Resignation to Competitor,5,5009,1420,3,143,76,5,7,1,5,7,1,Successful,No,No,No,M,NO,3,No,1
Nikey R & D ,677838,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z12,"$48,000 ",0.78,2015,2017,Med, Resignation to Competitor,5,4824,1423,3,116,70,6,8,2,8,9,1,Successful,No,No,No,F,NO,5,No,1
Alphabet-Soup Research & Development,533453,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z12,"$48,000 ",0.78,2014,2017,Low, Resignation to Competitor,7,6754,882,3,177,52,6,5,1,7,4,1,Successful,No,No,No,F,NO,7,yes,0
Netflex R & D,265601,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z13,"$48,000 ",0.78,2015,2019,High, Resignation to Competitor,6,6620,1218,2,85,79,4,5,1,5,9,1,Successful,No,No,No,F,NO,7,Yes,1
Amazing R & D,555251,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z14,"$48,000 ",0.78,2013,2018,High, Resignation to Competitor,7,7350,1206,2,129,58,6,8,2,7,4,1,Successful,No,No,No,F,NO,5,No,1
Nikey R & D ,392998,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z15,"$48,000 ",0.78,2016,2018,High, Resignation to Competitor,7,5339,1180,3,107,77,6,8,2,9,6,1,Successful,No,No,Yes,F,NO,3,No,0
Alphabet-Soup Research & Development,709513,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z16,"$48,000 ",0.78,2016,2019,High, Resignation to Competitor,7,5999,897,2,112,52,6,9,1,6,6,1,Successful,Yes,Yes,yes,M,NO,2,No,1
Netflex R & D,674746,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z17,"$48,000 ",0.78,2017,2019,High,Personal,8,8239,887,3,115,58,9,8,2,5,4,1,Insufficient,yes,yes,No,M,NO,6,No,1
Amazing R & D,405002,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z18,"$48,000 ",0.78,2014,2017,Low,Personal,6,7375,1322,2,154,55,7,9,2,5,7,1,Insufficient,no,No,No,M,NO,5,No,1
Nikey R & D ,635517,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$48,000 ",0.78,2017,2019,Med,Personal,7,4937,1221,2,145,72,4,8,1,7,5,1,Insufficient,yes,No,No,F,NO,6,No,0
Alphabet-Soup Research & Development,383717,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z20,"$48,000 ",0.78,2012,2017,Med,Personal,5,6692,970,3,96,68,5,8,2,5,9,1,Insufficient,yes,No,No,F,NO,7,No,1
Netflex R & D,618092,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z21,"$48,000 ",0.78,2014,2018,Low,Personal,7,4884,1220,2,88,79,8,5,2,9,7,1,Insufficient,yes,No,No,F,NO,3,No,0
Amazing R & D,578629,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z22,"$48,000 ",0.78,2015,2018,High,Personal,5,6505,1070,3,98,64,8,6,2,8,9,3,Insufficient,No,No,No,F,NO,4,yes,0
Nikey R & D ,499786,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z12,"$48,000 ",0.78,2014,2018,High,Personal,5,5364,1192,3,118,80,7,5,2,9,7,3,Insufficient,No,No,Yes,F,NO,5,Yes,1
Alphabet-Soup Research & Development,145326,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z12,"$48,000 ",0.78,2014,2018,High,Marriage,6,6768,1407,1,117,76,5,5,2,8,7,3,Insufficient,No,Yes,yes,M,YES,2,No,1
Netflex R & D,497638,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z13,"$48,000 ",0.78,2015,2017,High, Resignation to Competitor,6,7199,1217,1,98,78,9,7,2,8,8,3,Insufficient,No,yes,No,M,YES,5,No,0
Amazing R & D,584968,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z14,"$48,000 ",0.78,2016,2018,High, Terminaton - School,6,5780,1092,2,154,55,8,9,1,6,7,3,Insufficient,No,No,No,M,NO,6,No,0
Nikey R & D ,530204,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z15,"$40,343 ",0.72,2013,2017,Low,Personal,6,7967,963,2,186,55,6,8,1,4,5,3,Insufficient,No,No,No,F,NO,7,No,0
Alphabet-Soup Research & Development,343074,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z16,"$40,343 ",0.72,2012,2017,Med,Inv Elimination of Position,7,4440,973,3,175,54,8,9,2,5,7,3,Insufficient,No,No,No,F,NO,7,No,1
Netflex R & D,534205,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z17,"$40,343 ",0.72,2014,2018,Med,Compensation,6,5115,1251,2,180,54,6,6,2,7,6,3,Outstanding,No,No,No,F,NO,3,No,1
Amazing R & D,194945,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z18,"$40,343 ",0.72,2013,2017,Low,Compensation,7,7996,1079,1,100,56,4,7,1,8,6,3,Outstanding,Yes,No,Yes,F,NO,4,No,1
Nikey R & D ,167897,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z19,"$40,343 ",0.72,2012,2017,High,Compensation,6,7238,1246,2,155,51,4,7,1,6,5,3,Successful,yes,No,yes,F,NO,2,No,1
Alphabet-Soup Research & Development,464213,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z20,"$40,343 ",0.72,2013,2017,High,Compensation,7,5843,1005,2,96,70,6,6,1,5,5,3,Successful,no,Yes,No,M,NO,2,yes,1
Netflex R & D,609592,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z21,"$40,343 ",0.72,2017,2019,High,Compensation,7,7402,1318,2,155,67,8,9,2,8,5,3,Insufficient,yes,yes,No,M,NO,2,Yes,0
Amazing R & D,552115,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z22,"$40,343 ",0.72,2013,2017,High, Resignation to Competitor,8,5548,1009,3,130,53,6,5,2,6,7,1,Successful,yes,No,No,M,NO,3,No,0
Nikey R & D ,193281,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z12,"$37,877 ",0.82,2015,2019,High, Resignation to Competitor,7,7284,1323,2,188,60,4,5,1,8,5,1,Successful,yes,No,No,F,NO,3,No,0
Alphabet-Soup Research & Development,583777,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$43,897 ",0.67,2014,2017,Low, Resignation to Competitor,5,7169,1442,1,89,55,6,5,1,4,7,1,Successful,No,No,No,F,NO,4,No,1
Netflex R & D,811398,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z13,"$39,996 ",0.67,2015,2017,Med, Resignation to Competitor,7,7092,910,2,138,71,8,7,1,6,6,1,Successful,No,No,No,F,NO,7,No,0
Amazing R & D,420688,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z14,"$39,000 ",0.78,2017,2019,Med, Resignation to Competitor,5,6857,911,3,134,73,4,5,1,9,7,1,Successful,No,No,Yes,F,NO,5,No,1
Nikey R & D ,255117,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z15,"$39,000 ",0.78,2012,2017,Low, Resignation to Competitor,6,4886,1010,3,165,61,7,9,2,5,5,1,Successful,No,No,yes,F,NO,6,No,0
Alphabet-Soup Research & Development,684021,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z16,"$48,000 ",0.78,2014,2017,High, Resignation to Competitor,7,7694,1033,1,86,69,4,7,2,4,6,1,Successful,No,Yes,No,M,NO,5,No,1
Netflex R & D,250170,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z17,"$48,000 ",0.78,2017,2019,High, Resignation to Competitor,5,6800,1112,2,128,62,5,9,1,5,5,1,Successful,No,yes,No,M,NO,4,No,1
Amazing R & D,426438,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z18,"$48,000 ",0.78,2015,2018,High,Personal,5,4983,1448,2,114,67,7,5,2,5,9,1,Successful,No,No,No,M,NO,3,yes,0
Nikey R & D ,566751,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z19,"$48,000 ",0.78,2012,2017,High,Personal,8,6715,1128,2,113,68,6,4,2,7,5,1,Successful,No,No,No,F,NO,5,Yes,1
Alphabet-Soup Research & Development,168640,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z20,"$48,000 ",0.78,2012,2017,High,Personal,8,7805,892,3,154,73,9,6,2,9,9,1,Successful,Yes,No,No,F,NO,6,No,0
Netflex R & D,328534,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z21,"$48,000 ",0.78,2013,2018,Low,Personal,6,7006,1269,3,125,60,7,4,1,4,9,1,Successful,yes,No,Yes,F,NO,3,No,1
Amazing R & D,683863,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z22,"$48,000 ",0.78,2015,2017,Med,Personal,6,5575,880,3,145,77,4,7,2,7,5,1,Successful,no,No,yes,F,NO,7,No,0
Nikey R & D ,264765,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$48,000 ",0.78,2013,2017,Med,Personal,5,5918,882,3,110,50,7,4,2,8,7,1,Successful,yes,No,No,F,NO,3,No,0
Alphabet-Soup Research & Development,237642,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z12,"$48,000 ",0.78,2017,2019,Low,Personal,8,7385,1049,2,165,55,8,4,2,9,7,5,Successful,yes,Yes,No,M,YES,6,No,1
Netflex R & D,275776,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z13,"$48,000 ",0.78,2014,2019,High,Marriage,7,4476,1052,2,165,77,5,8,1,7,5,5,Successful,yes,yes,No,M,YES,5,No,1
Amazing R & D,566563,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z14,"$48,000 ",0.78,2016,2018,High, Resignation to Competitor,7,5817,1213,1,143,71,5,5,2,9,7,5,Insufficient,No,No,No,M,NO,2,No,1
Nikey R & D ,363627,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z15,"$48,000 ",0.78,2017,2019,High, Terminaton - School,8,8001,1209,3,153,74,7,6,2,4,7,5,Insufficient,No,No,No,F,NO,6,No,0
Alphabet-Soup Research & Development,793648,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z16,"$48,000 ",0.78,2012,2017,High,Personal,8,6021,1398,1,181,76,6,6,1,5,5,5,Insufficient,No,No,No,F,NO,6,yes,0
Netflex R & D,489233,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z17,"$48,000 ",0.78,2016,2018,High,Inv Elimination of Position,5,6176,896,1,98,55,6,6,2,5,9,5,Insufficient,No,No,Yes,F,NO,7,Yes,0
Amazing R & D,717480,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z18,"$48,000 ",0.78,2013,2018,Low,Compensation,8,8195,1333,2,130,58,4,8,2,9,6,5,Insufficient,No,No,yes,F,NO,7,No,0
Nikey R & D ,109853,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z19,"$48,000 ",0.78,2016,2019,Med,Compensation,7,4574,934,1,162,75,9,9,2,8,5,5,Insufficient,No,No,No,F,NO,6,No,1
Alphabet-Soup Research & Development,498254,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z20,"$40,343 ",0.72,2014,2018,Med,Compensation,5,5875,967,1,155,52,4,8,1,4,4,5,Insufficient,No,Yes,No,M,NO,6,No,0
Netflex R & D,677523,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z21,"$40,343 ",0.72,2014,2019,Low,Compensation,7,6925,1016,1,153,79,7,5,2,4,7,5,Insufficient,No,yes,No,M,NO,4,No,0
Amazing R & D,280105,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z22,"$40,343 ",0.72,2015,2019,High,Compensation,8,5671,1335,2,166,78,6,7,1,6,5,5,Insufficient,Yes,No,No,M,NO,4,No,1
Nikey R & D ,713429,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$40,343 ",0.72,2014,2017,High, Resignation to Competitor,6,5543,1368,1,88,66,6,6,2,7,7,3,Insufficient,yes,No,No,F,NO,4,No,0
Alphabet-Soup Research & Development,681202,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z12,"$40,343 ",0.72,2014,2018,High, Resignation to Competitor,8,7682,1335,3,183,65,9,4,1,9,7,1,Insufficient,no,No,Yes,F,NO,3,No,1
Netflex R & D,681640,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z13,"$40,343 ",0.72,2014,2018,High, Resignation to Competitor,8,6627,1009,3,170,51,9,4,1,6,7,1,Insufficient,yes,No,yes,F,NO,4,No,1
Amazing R & D,688051,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z14,"$40,343 ",0.72,2014,2019,High, Resignation to Competitor,5,7398,1036,2,105,68,8,8,1,5,7,1,Outstanding,yes,No,No,F,NO,7,yes,1
Nikey R & D ,742087,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z15,"$40,343 ",0.72,2016,2018,Low, Resignation to Competitor,8,4404,932,2,163,70,5,5,2,6,8,1,Outstanding,yes,No,No,F,NO,3,Yes,1
Alphabet-Soup Research & Development,353214,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z16,"$37,877 ",0.82,2017,2019,Med, Resignation to Competitor,7,6763,1439,2,182,69,8,8,1,7,4,1,Successful,No,Yes,No,M,NO,4,No,1
Netflex R & D,311303,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z17,"$43,897 ",0.67,2017,2019,Med, Resignation to Competitor,6,5443,1134,1,125,52,7,4,2,5,6,1,Successful,No,yes,No,M,NO,2,No,0
Amazing R & D,131656,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z18,"$39,996 ",0.67,2016,2018,Low, Resignation to Competitor,5,5535,1379,3,127,62,7,4,1,4,6,1,Insufficient,No,No,No,M,NO,7,No,0
Nikey R & D ,595327,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$39,000 ",0.78,2015,2017,High,Personal,8,5406,1084,2,127,63,4,9,1,5,8,1,Successful,No,No,No,F,NO,4,No,1
Alphabet-Soup Research & Development,462019,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z20,"$39,000 ",0.78,2015,2019,High,Personal,5,8137,1058,1,185,72,8,6,1,5,9,1,Successful,No,No,Yes,F,NO,3,No,1
Netflex R & D,233949,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z21,"$48,000 ",0.78,2015,2019,High,Personal,7,6847,895,2,132,74,6,9,1,5,4,1,Successful,No,No,yes,F,NO,5,No,0
Amazing R & D,188000,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z22,"$48,000 ",0.78,2014,2018,High,Personal,5,6292,1388,3,101,52,6,9,2,7,4,1,Successful,No,No,No,F,NO,5,No,0
Nikey R & D ,706792,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z12,"$48,000 ",0.78,2016,2019,High,Personal,7,4989,1086,3,112,53,6,7,1,9,9,1,Successful,No,No,No,F,NO,2,No,0
Alphabet-Soup Research & Development,433968,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z12,"$48,000 ",0.78,2015,2017,Low,Personal,5,8120,1110,1,97,54,5,4,1,8,7,1,Successful,Yes,Yes,No,M,YES,2,yes,1
Netflex R & D,802738,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z13,"$48,000 ",0.78,2017,2019,Med,Personal,6,4957,1290,3,97,55,9,6,2,6,7,1,Successful,yes,yes,No,M,YES,3,Yes,0
Amazing R & D,514246,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z14,"$48,000 ",0.78,2016,2019,Med,Marriage,5,5342,1126,2,113,80,6,9,2,9,8,1,Successful,no,No,No,M,NO,7,No,1
Nikey R & D ,174253,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z15,"$48,000 ",0.78,2013,2017,Low, Resignation to Competitor,6,7818,1130,3,125,73,7,7,1,7,7,1,Successful,yes,No,Yes,F,NO,5,No,1
Alphabet-Soup Research & Development,206680,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z16,"$48,000 ",0.78,2016,2018,High, Terminaton - School,6,7791,1316,3,83,65,8,6,2,8,6,1,Successful,yes,No,yes,F,NO,4,No,1
Netflex R & D,584741,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z17,"$48,000 ",0.78,2014,2018,High,Personal,6,7972,978,2,88,69,8,8,2,6,6,1,Successful,yes,No,No,F,NO,7,No,1
Amazing R & D,287022,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z18,"$48,000 ",0.78,2014,2017,High,Inv Elimination of Position,6,5488,936,1,119,78,9,7,1,9,4,1,Successful,No,No,No,F,NO,6,No,0
Nikey R & D ,327130,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z19,"$48,000 ",0.78,2012,2017,High,Compensation,6,4485,1080,3,96,54,7,7,1,4,4,4,Successful,No,No,No,F,NO,7,No,0
Alphabet-Soup Research & Development,222950,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z20,"$48,000 ",0.78,2014,2019,High,Compensation,8,8306,1165,2,105,51,9,9,2,7,9,4,Successful,No,Yes,No,M,NO,4,No,0
Netflex R & D,790927,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z21,"$48,000 ",0.78,2013,2018,Low,Compensation,8,7177,1187,1,162,60,6,6,2,5,4,4,Successful,No,yes,No,M,NO,6,No,1
Amazing R & D,176666,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z22,"$48,000 ",0.78,2016,2019,Med,Compensation,8,4736,1260,1,157,79,9,7,2,7,9,4,Successful,No,No,No,M,NO,7,yes,1
Nikey R & D ,106980,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z12,"$48,000 ",0.78,2013,2017,Med,Compensation,6,5089,1423,2,153,60,6,4,2,7,6,4,Insufficient,No,No,Yes,F,NO,3,Yes,1
Alphabet-Soup Research & Development,201250,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z12,"$48,000 ",0.78,2013,2017,Low, Resignation to Competitor,7,7145,1379,2,189,56,5,9,1,7,7,4,Insufficient,No,No,yes,F,NO,4,No,1
Netflex R & D,448067,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z13,"$40,343 ",0.72,2013,2017,High, Resignation to Competitor,8,8402,1291,2,158,61,8,8,2,8,5,4,Insufficient,No,No,No,F,NO,7,No,1
Amazing R & D,323423,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z14,"$40,343 ",0.72,2013,2018,High, Resignation to Competitor,5,5411,867,1,161,69,7,9,1,4,5,3,Insufficient,Yes,No,No,F,NO,2,No,1
Nikey R & D ,283689,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z15,"$40,343 ",0.72,2013,2018,High, Resignation to Competitor,6,7068,1329,1,159,79,6,7,1,4,8,3,Insufficient,yes,No,No,F,NO,2,No,0
Alphabet-Soup Research & Development,594469,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z16,"$40,343 ",0.72,2016,2019,High, Resignation to Competitor,5,5867,1306,3,101,63,7,5,2,7,7,3,Insufficient,no,Yes,No,M,NO,5,No,1
Netflex R & D,444837,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z17,"$40,343 ",0.72,2012,2017,High, Resignation to Competitor,8,5413,1283,2,169,60,8,6,2,5,5,3,Insufficient,yes,yes,No,M,NO,4,No,0
Amazing R & D,293864,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z18,"$40,343 ",0.72,2013,2017,Low, Resignation to Competitor,7,7319,1001,1,161,52,5,5,1,9,4,3,Insufficient,yes,No,Yes,M,NO,2,No,1
Nikey R & D ,421573,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z19,"$40,343 ",0.72,2013,2017,Med, Resignation to Competitor,5,5949,1069,1,92,60,7,4,2,4,6,3,Insufficient,yes,No,yes,F,NO,5,No,0
Alphabet-Soup Research & Development,794492,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z20,"$40,343 ",0.72,2017,2019,Med,Personal,8,5046,906,2,92,79,6,5,2,5,7,3,Insufficient,No,No,No,F,NO,4,yes,0
Netflex R & D,223475,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z21,"$37,877 ",0.82,2015,2018,Low,Personal,8,6059,1378,1,165,50,4,6,2,6,8,1,Insufficient,No,No,No,F,NO,5,Yes,0
Amazing R & D,676971,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z22,"$43,897 ",0.67,2017,2019,High,Personal,7,5717,1212,3,181,79,9,6,1,5,8,1,Insufficient,No,No,No,F,NO,3,No,1
Nikey R & D ,313166,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z12,"$39,996 ",0.67,2015,2019,High,Personal,8,5988,921,1,127,58,4,7,1,5,8,1,Outstanding,No,No,No,F,NO,7,No,0
Alphabet-Soup Research & Development,615613,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z12,"$39,000 ",0.78,2013,2018,High,Personal,5,7042,957,3,168,70,7,4,1,7,6,1,Outstanding,No,Yes,No,M,YES,4,No,1
Netflex R & D,579676,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z13,"$39,000 ",0.78,2014,2017,High,Personal,6,5001,926,1,107,56,4,4,1,9,8,1,Successful,No,yes,No,M,YES,5,No,0
Amazing R & D,598417,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z14,"$48,000 ",0.78,2016,2018,High,Personal,5,6851,965,2,188,73,8,7,1,7,9,1,Successful,No,No,Yes,M,NO,7,No,1
Nikey R & D ,170340,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z15,"$48,000 ",0.78,2014,2017,Low,Marriage,7,4535,1044,3,101,75,5,6,2,8,7,1,Insufficient,No,No,yes,F,NO,6,No,1
Alphabet-Soup Research & Development,524847,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z16,"$48,000 ",0.78,2014,2018,Med, Resignation to Competitor,7,8350,1181,1,119,68,6,6,1,6,7,1,Successful,Yes,No,No,F,NO,4,No,1
Netflex R & D,320730,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z17,"$48,000 ",0.78,2014,2018,Med, Terminaton - School,8,5954,1146,3,162,66,7,8,2,7,7,1,Successful,yes,No,No,F,NO,7,No,0
Amazing R & D,444667,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z18,"$48,000 ",0.78,2015,2018,Low,Personal,5,4922,1268,3,156,79,9,8,2,9,5,1,Successful,no,No,No,F,NO,2,yes,1
